"﻿""file""",scope,key,value_zh
ms-vscode.js-debug.i18n.json,package,browser.pathMapping.description,browser.pathMapping.description
ms-vscode.js-debug.i18n.json,package,browser.perScriptSourcemaps.description,browser.perScriptSourcemaps.description
ms-vscode.js-debug.i18n.json,package,browser.profileStartup.description,browser.profileStartup.description
ms-vscode.js-debug.i18n.json,package,browser.restart,browser.restart
ms-vscode.js-debug.i18n.json,package,browser.revealPage,browser.revealPage
ms-vscode.js-debug.i18n.json,package,browser.runtimeArgs.description,browser.runtimeArgs.description
ms-vscode.js-debug.i18n.json,package,browser.runtimeExecutable.description,browser.runtimeExecutable.description
ms-vscode.js-debug.i18n.json,package,browser.runtimeExecutable.edge.description,browser.runtimeExecutable.edge.description
ms-vscode.js-debug.i18n.json,package,browser.server.description,browser.server.description
ms-vscode.js-debug.i18n.json,package,browser.skipFiles.description,browser.skipFiles.description
ms-vscode.js-debug.i18n.json,package,browser.smartStep.description,browser.smartStep.description
ms-vscode.js-debug.i18n.json,package,browser.sourceMapPathOverrides.description,browser.sourceMapPathOverrides.description
ms-vscode.js-debug.i18n.json,package,browser.sourceMapRenames.description,browser.sourceMapRenames.description
ms-vscode.js-debug.i18n.json,package,browser.sourceMaps.description,browser.sourceMaps.description
ms-vscode.js-debug.i18n.json,package,browser.targetSelection,browser.targetSelection
ms-vscode.js-debug.i18n.json,package,browser.timeout.description,browser.timeout.description
ms-vscode.js-debug.i18n.json,package,browser.url.description,browser.url.description
ms-vscode.js-debug.i18n.json,package,browser.urlFilter.description,browser.urlFilter.description
ms-vscode.js-debug.i18n.json,package,browser.userDataDir.description,browser.userDataDir.description
ms-vscode.js-debug.i18n.json,package,browser.vueComponentPaths,browser.vueComponentPaths
ms-vscode.js-debug.i18n.json,package,browser.webRoot.description,browser.webRoot.description
ms-vscode.js-debug.i18n.json,bundle,"Can't find Node.js binary ""{0}"": {1}. Make sure Node.js is installed and in your PATH, or set the ""runtimeExecutable"" in your launch.json","Can't find Node.js binary ""{0}"": {1}. Make sure Node.js is installed and in your PATH, or set the ""runtimeExecutable"" in your launch.json"
ms-vscode.js-debug.i18n.json,bundle,Can't load environment variables from file ({0}).,Can't load environment variables from file ({0}).
ms-vscode.js-debug.i18n.json,bundle,Cancel Animation Frame,Hủy khung hoạt hình
ms-vscode.js-debug.i18n.json,bundle,Cannot connect to the target at {0}: {1},Cannot connect to the target at {0}: {1}
ms-vscode.js-debug.i18n.json,bundle,Cannot find `{0}` installed in {1},Cannot find `{0}` installed in {1}
ms-vscode.js-debug.i18n.json,bundle,Cannot find a program to debug,Không thể tìm thấy một chương trình để gỡ lỗi
ms-vscode.js-debug.i18n.json,bundle,"Cannot find test configuration with label `{0}`, got: {1}","Cannot find test configuration with label `{0}`, got: {1}"
ms-vscode.js-debug.i18n.json,bundle,Cannot launch debug target in terminal ({0}).,Cannot launch debug target in terminal ({0}).
ms-vscode.js-debug.i18n.json,bundle,Cannot restart asynchronous frame,Không thể khởi động lại khung không đồng bộ
ms-vscode.js-debug.i18n.json,bundle,Cannot set an empty value,Không thể đặt một giá trị trống
ms-vscode.js-debug.i18n.json,bundle,Catch Block,Bắt khối
ms-vscode.js-debug.i18n.json,bundle,Caught Exceptions,Bị bắt gặp ngoại lệ
ms-vscode.js-debug.i18n.json,package,chrome.attach.description,chrome.attach.description
ms-vscode.js-debug.i18n.json,package,chrome.attach.label,chrome.attach.label
ms-vscode.js-debug.i18n.json,package,chrome.label,chrome.label
ms-vscode.js-debug.i18n.json,package,chrome.launch.description,chrome.launch.description
ms-vscode.js-debug.i18n.json,package,chrome.launch.label,chrome.launch.label
ms-vscode.js-debug.i18n.json,bundle,Close AudioContext,Đóng Audiocontext
ms-vscode.js-debug.i18n.json,bundle,Closure,Đóng cửa
ms-vscode.js-debug.i18n.json,bundle,Closure ({0}),Closure ({0})
ms-vscode.js-debug.i18n.json,package,commands.callersAdd.label,commands.callersAdd.label
ms-vscode.js-debug.i18n.json,package,commands.callersAdd.paletteLabel,commands.callersAdd.paletteLabel
ms-vscode.js-debug.i18n.json,package,commands.callersGoToCaller.label,commands.callersGoToCaller.label
ms-vscode.js-debug.i18n.json,package,commands.callersGoToTarget.label,commands.callersGoToTarget.label
ms-vscode.js-debug.i18n.json,package,commands.callersRemove.label,commands.callersRemove.label
ms-vscode.js-debug.i18n.json,package,commands.callersRemoveAll.label,commands.callersRemoveAll.label
ms-vscode.js-debug.i18n.json,package,commands.disableSourceMapStepping.label,commands.disableSourceMapStepping.label
ms-vscode.js-debug.i18n.json,package,commands.enableSourceMapStepping.label,commands.enableSourceMapStepping.label
ms-vscode.js-debug.i18n.json,package,commands.networkClear.label,commands.networkClear.label
ms-vscode.js-debug.i18n.json,package,commands.networkCopyURI.label,commands.networkCopyURI.label
ms-vscode.js-debug.i18n.json,package,commands.networkOpenBody.label,commands.networkOpenBody.label
ms-vscode.js-debug.i18n.json,package,commands.networkOpenBodyInHexEditor.label,commands.networkOpenBodyInHexEditor.label
ms-vscode.js-debug.i18n.json,package,commands.networkReplayXHR.label,commands.networkReplayXHR.label
ms-vscode.js-debug.i18n.json,package,commands.networkViewRequest.label,commands.networkViewRequest.label
ms-vscode.js-debug.i18n.json,package,configuration.autoAttachMode,configuration.autoAttachMode
ms-vscode.js-debug.i18n.json,package,configuration.autoAttachMode.always,configuration.autoAttachMode.always
ms-vscode.js-debug.i18n.json,package,configuration.autoAttachMode.disabled,configuration.autoAttachMode.disabled
ms-vscode.js-debug.i18n.json,package,configuration.autoAttachMode.explicit,configuration.autoAttachMode.explicit
ms-vscode.js-debug.i18n.json,package,configuration.autoAttachMode.smart,configuration.autoAttachMode.smart
ms-vscode.js-debug.i18n.json,package,configuration.autoAttachSmartPatterns,configuration.autoAttachSmartPatterns
ms-vscode.js-debug.i18n.json,package,configuration.automaticallyTunnelRemoteServer,configuration.automaticallyTunnelRemoteServer
ms-vscode.js-debug.i18n.json,package,configuration.breakOnConditionalError,configuration.breakOnConditionalError
ms-vscode.js-debug.i18n.json,package,configuration.debugByLinkOptions,configuration.debugByLinkOptions
ms-vscode.js-debug.i18n.json,package,configuration.defaultRuntimeExecutables,configuration.defaultRuntimeExecutables
ms-vscode.js-debug.i18n.json,package,configuration.enableNetworkView,configuration.enableNetworkView
ms-vscode.js-debug.i18n.json,package,configuration.npmScriptLensLocation,configuration.npmScriptLensLocation
ms-vscode.js-debug.i18n.json,package,configuration.pickAndAttachOptions,configuration.pickAndAttachOptions
ms-vscode.js-debug.i18n.json,package,configuration.resourceRequestOptions,configuration.resourceRequestOptions
ms-vscode.js-debug.i18n.json,package,configuration.terminalOptions,configuration.terminalOptions
ms-vscode.js-debug.i18n.json,package,configuration.unmapMissingSources,configuration.unmapMissingSources
ms-vscode.js-debug.i18n.json,bundle,Console profile started,Hồ sơ console bắt đầu
ms-vscode.js-debug.i18n.json,bundle,"Could not connect to any UWP Webview pipe. Make sure your webview is hosted in debug mode, and that the `pipeName` in your `launch.json` is correct.","Could not connect to any UWP Webview pipe. Make sure your webview is hosted in debug mode, and that the `pipeName` in your `launch.json` is correct."
ms-vscode.js-debug.i18n.json,bundle,Could not find a location for the variable,Không thể tìm thấy một vị trí cho biến
ms-vscode.js-debug.i18n.json,bundle,Could not query the provided object,Không thể truy vấn đối tượng được cung cấp
ms-vscode.js-debug.i18n.json,bundle,Could not read {0}: {1},Could not read {0}: {1}
ms-vscode.js-debug.i18n.json,bundle,Could not read source map for {0}: {1},Could not read source map for {0}: {1}
ms-vscode.js-debug.i18n.json,bundle,CPU Profile,Hồ sơ CPU
ms-vscode.js-debug.i18n.json,bundle,"CPU profile saved as ""{0}"" in your workspace folder","CPU profile saved as ""{0}"" in your workspace folder"
ms-vscode.js-debug.i18n.json,bundle,Create AudioContext,Tạo AudioContext
ms-vscode.js-debug.i18n.json,bundle,Create canvas context,Tạo bối cảnh vải
ms-vscode.js-debug.i18n.json,package,createDiagnostics.label,createDiagnostics.label
ms-vscode.js-debug.i18n.json,bundle,"CSP violation ""{0}""","CSP violation ""{0}"""
ms-vscode.js-debug.i18n.json,package,customDescriptionGenerator.description,customDescriptionGenerator.description
ms-vscode.js-debug.i18n.json,package,customPropertiesGenerator.description,customPropertiesGenerator.description
ms-vscode.js-debug.i18n.json,bundle,Debug Anyway,Dù sao cũng được gỡ lỗi
ms-vscode.js-debug.i18n.json,bundle,Debug URL,Url gỡ lỗi
ms-vscode.js-debug.i18n.json,package,debug.npm.edit,debug.npm.edit
ms-vscode.js-debug.i18n.json,package,debug.npm.noScripts,debug.npm.noScripts
ms-vscode.js-debug.i18n.json,package,debug.npm.noWorkspaceFolder,debug.npm.noWorkspaceFolder
ms-vscode.js-debug.i18n.json,package,debug.npm.parseError,debug.npm.parseError
ms-vscode.js-debug.i18n.json,package,debug.npm.script,debug.npm.script
ms-vscode.js-debug.i18n.json,package,debug.terminal.attach,debug.terminal.attach
ms-vscode.js-debug.i18n.json,package,debug.terminal.label,debug.terminal.label
ms-vscode.js-debug.i18n.json,package,debug.terminal.program.description,debug.terminal.program.description
ms-vscode.js-debug.i18n.json,package,debug.terminal.snippet.label,debug.terminal.snippet.label
ms-vscode.js-debug.i18n.json,package,debug.terminal.toggleAuto,debug.terminal.toggleAuto
ms-vscode.js-debug.i18n.json,package,debug.terminal.welcome,debug.terminal.welcome
ms-vscode.js-debug.i18n.json,package,debug.terminal.welcomeWithLink,debug.terminal.welcomeWithLink
ms-vscode.js-debug.i18n.json,package,debug.unverifiedBreakpoints,debug.unverifiedBreakpoints
ms-vscode.js-debug.i18n.json,package,debugLink.label,debugLink.label
ms-vscode.js-debug.i18n.json,bundle,Details,Chi tiết
ms-vscode.js-debug.i18n.json,bundle,Don't show again,Đừng hiển thị lại
ms-vscode.js-debug.i18n.json,bundle,Duration,Khoảng thời gian
ms-vscode.js-debug.i18n.json,bundle,Duration of Profile,Thời lượng của hồ sơ
ms-vscode.js-debug.i18n.json,package,edge.address.description,edge.address.description
ms-vscode.js-debug.i18n.json,package,edge.attach.description,edge.attach.description
ms-vscode.js-debug.i18n.json,package,edge.attach.label,edge.attach.label
ms-vscode.js-debug.i18n.json,package,edge.label,edge.label
ms-vscode.js-debug.i18n.json,package,edge.launch.description,edge.launch.description
ms-vscode.js-debug.i18n.json,package,edge.launch.label,edge.launch.label
ms-vscode.js-debug.i18n.json,package,edge.port.description,edge.port.description
ms-vscode.js-debug.i18n.json,package,edge.useWebView.attach.description,edge.useWebView.attach.description
ms-vscode.js-debug.i18n.json,package,edge.useWebView.launch.description,edge.useWebView.launch.description
ms-vscode.js-debug.i18n.json,bundle,Edit package.json,Edit package.json
ms-vscode.js-debug.i18n.json,bundle,Edit XHR Breakpoint,Chỉnh sửa điểm dừng XHR
ms-vscode.js-debug.i18n.json,package,edit.xhr.breakpoint,edit.xhr.breakpoint
ms-vscode.js-debug.i18n.json,package,enableContentValidation.description,enableContentValidation.description
ms-vscode.js-debug.i18n.json,bundle,"Enables Node.js [auto attach]({0}) debugging in ""{1}"" mode/{Locked='[auto attach]({0})'}the 2nd placeholder is the setting value","Enables Node.js [auto attach]({0}) debugging in ""{1}"" mode/{Locked='[auto attach]({0})'}the 2nd placeholder is the setting value"
ms-vscode.js-debug.i18n.json,bundle,Enter a URL or a pattern to match,Nhập một URL hoặc một mẫu để phù hợp
ms-vscode.js-debug.i18n.json,package,errors.timeout,errors.timeout
ms-vscode.js-debug.i18n.json,bundle,Eval,Eval
ms-vscode.js-debug.i18n.json,package,extension.description,extension.description
ms-vscode.js-debug.i18n.json,package,extensionHost.label,extensionHost.label
ms-vscode.js-debug.i18n.json,package,extensionHost.launch.config.name,extensionHost.launch.config.name
ms-vscode.js-debug.i18n.json,package,extensionHost.launch.debugWebviews,extensionHost.launch.debugWebviews
ms-vscode.js-debug.i18n.json,package,extensionHost.launch.debugWebWorkerHost,extensionHost.launch.debugWebWorkerHost
ms-vscode.js-debug.i18n.json,package,extensionHost.launch.env.description,extensionHost.launch.env.description
ms-vscode.js-debug.i18n.json,package,extensionHost.launch.rendererDebugOptions,extensionHost.launch.rendererDebugOptions
ms-vscode.js-debug.i18n.json,package,extensionHost.launch.runtimeExecutable.description,extensionHost.launch.runtimeExecutable.description
ms-vscode.js-debug.i18n.json,package,extensionHost.launch.stopOnEntry.description,extensionHost.launch.stopOnEntry.description
ms-vscode.js-debug.i18n.json,package,extensionHost.launch.testConfiguration,extensionHost.launch.testConfiguration
ms-vscode.js-debug.i18n.json,package,extensionHost.launch.testConfigurationLabel,extensionHost.launch.testConfigurationLabel
ms-vscode.js-debug.i18n.json,package,extensionHost.snippet.launch.description,extensionHost.snippet.launch.description
ms-vscode.js-debug.i18n.json,package,extensionHost.snippet.launch.label,extensionHost.snippet.launch.label
ms-vscode.js-debug.i18n.json,bundle,Frame could not be restarted,Không thể khởi động lại khung
ms-vscode.js-debug.i18n.json,bundle,Generates a .cpuprofile file you can open in VS Code or the Edge/Chrome devtools,Generates a .cpuprofile file you can open in VS Code or the Edge/Chrome devtools
ms-vscode.js-debug.i18n.json,bundle,Generates a .heapprofile file you can open in VS Code or the Edge/Chrome devtools,Generates a .heapprofile file you can open in VS Code or the Edge/Chrome devtools
ms-vscode.js-debug.i18n.json,bundle,Generates a .heapsnapshot file you can open in VS Code or the Edge/Chrome devtools,Generates a .heapsnapshot file you can open in VS Code or the Edge/Chrome devtools
ms-vscode.js-debug.i18n.json,package,getDiagnosticLogs.label,getDiagnosticLogs.label
ms-vscode.js-debug.i18n.json,bundle,Global,Toàn cầu
ms-vscode.js-debug.i18n.json,bundle,Globals,Quả cầu
ms-vscode.js-debug.i18n.json,bundle,Got it!,Hiểu rồi!
ms-vscode.js-debug.i18n.json,bundle,Heap Profile,Hồ sơ đống
ms-vscode.js-debug.i18n.json,bundle,Heap Snapshot,Ảnh chụp nhanh
ms-vscode.js-debug.i18n.json,bundle,How long to run the profile,Bao lâu để chạy hồ sơ
ms-vscode.js-debug.i18n.json,bundle,Ignore,Phớt lờ
ms-vscode.js-debug.i18n.json,bundle,Installation complete! The extension will be used after you restart your debug session.,Cài đặt hoàn thành! Phần mở rộng sẽ được sử dụng sau khi bạn khởi động lại phiên gỡ lỗi của mình.
ms-vscode.js-debug.i18n.json,bundle,Installing the DWARF debugger...,Cài đặt trình gỡ lỗi lùn ...
ms-vscode.js-debug.i18n.json,bundle,Invalid expression,Biểu thức không hợp lệ
ms-vscode.js-debug.i18n.json,bundle,"Invalid hit condition ""{0}"". Expected an expression like ""> 42"" or ""== 2"".","Invalid hit condition ""{0}"". Expected an expression like ""> 42"" or ""== 2""."
ms-vscode.js-debug.i18n.json,bundle,"It looks like a browser is already running from {0}. Please close it before trying to debug, otherwise VS Code may not be able to connect to it.","It looks like a browser is already running from {0}. Please close it before trying to debug, otherwise VS Code may not be able to connect to it."
ms-vscode.js-debug.i18n.json,bundle,"It looks like your debug session has already ended. Try debugging again, then run the ""Debug: Diagnose Breakpoint Problems"" command.","Có vẻ như phiên gỡ lỗi của bạn đã kết thúc. Hãy thử gỡ lỗi lại, sau đó chạy lệnh ""Debug: Chẩn đoán các vấn đề điểm dừng""."
ms-vscode.js-debug.i18n.json,bundle,It's taking a while to configure your breakpoints. You can speed this up by updating the 'outFiles' in your launch.json.,It's taking a while to configure your breakpoints. You can speed this up by updating the 'outFiles' in your launch.json.
ms-vscode.js-debug.i18n.json,bundle,JavaScript debug adapter,Bộ chuyển đổi gỡ lỗi JavaScript
ms-vscode.js-debug.i18n.json,bundle,JavaScript Debug Terminal,Terminal gỡ lỗi JavaScript
ms-vscode.js-debug.i18n.json,bundle,Launch Chrome against localhost,Ra mắt Chrome chống lại Localhost
ms-vscode.js-debug.i18n.json,bundle,Launch configuration created based on 'package.json'.,Launch configuration created based on 'package.json'.
ms-vscode.js-debug.i18n.json,bundle,Launch configuration for '{0}' project created.,Launch configuration for '{0}' project created.
ms-vscode.js-debug.i18n.json,bundle,Launch Edge against localhost,Ra mắt Edge chống lại Localhost
ms-vscode.js-debug.i18n.json,bundle,Launch Program,Chương trình ra mắt
ms-vscode.js-debug.i18n.json,bundle,Local,Địa phương
ms-vscode.js-debug.i18n.json,bundle,Locals,Người dân địa phương
ms-vscode.js-debug.i18n.json,package,longPredictionWarning.disable,longPredictionWarning.disable
ms-vscode.js-debug.i18n.json,package,longPredictionWarning.message,longPredictionWarning.message
ms-vscode.js-debug.i18n.json,package,longPredictionWarning.noFolder,longPredictionWarning.noFolder
ms-vscode.js-debug.i18n.json,package,longPredictionWarning.open,longPredictionWarning.open
ms-vscode.js-debug.i18n.json,bundle,"Lost connection to debugee, reconnecting in {0}ms
","Lost connection to debugee, reconnecting in {0}ms
"
ms-vscode.js-debug.i18n.json,bundle,Manual,Thủ công
ms-vscode.js-debug.i18n.json,bundle,"Missing source information. Did you set ""originalUrl"" or ""source""?","Thiếu thông tin nguồn. Bạn đã đặt ""Bản gốc"" hoặc ""Nguồn""?"
ms-vscode.js-debug.i18n.json,bundle,Module,Mô -đun
ms-vscode.js-debug.i18n.json,bundle,Networking not available.,Mạng không có sẵn.
ms-vscode.js-debug.i18n.json,bundle,Never,Không bao giờ
ms-vscode.js-debug.i18n.json,bundle,No,KHÔNG
ms-vscode.js-debug.i18n.json,bundle,No npm scripts found in the workspace folder.,Không có tập lệnh NPM nào được tìm thấy trong thư mục không gian làm việc.
ms-vscode.js-debug.i18n.json,bundle,No npm scripts found in your package.json,No npm scripts found in your package.json
ms-vscode.js-debug.i18n.json,bundle,No package.json files found in your workspace.,No package.json files found in your workspace.
ms-vscode.js-debug.i18n.json,bundle,No workspace folder open.,Không có thư mục không gian làm việc mở.
ms-vscode.js-debug.i18n.json,bundle,Node Attributes,Thuộc tính nút
ms-vscode.js-debug.i18n.json,package,node.address.description,node.address.description
ms-vscode.js-debug.i18n.json,package,node.attach.attachExistingChildren.description,node.attach.attachExistingChildren.description
ms-vscode.js-debug.i18n.json,package,node.attach.attachSpawnedProcesses.description,node.attach.attachSpawnedProcesses.description
ms-vscode.js-debug.i18n.json,package,node.attach.config.name,node.attach.config.name
ms-vscode.js-debug.i18n.json,package,node.attach.continueOnAttach,node.attach.continueOnAttach
ms-vscode.js-debug.i18n.json,package,node.attach.processId.description,node.attach.processId.description
ms-vscode.js-debug.i18n.json,package,node.attach.restart.description,node.attach.restart.description
ms-vscode.js-debug.i18n.json,package,node.attachSimplePort.description,node.attachSimplePort.description
ms-vscode.js-debug.i18n.json,package,node.console.title,node.console.title
ms-vscode.js-debug.i18n.json,package,node.disableOptimisticBPs.description,node.disableOptimisticBPs.description
ms-vscode.js-debug.i18n.json,package,node.enableTurboSourcemaps.description,node.enableTurboSourcemaps.description
ms-vscode.js-debug.i18n.json,package,node.experimentalNetworking.description,node.experimentalNetworking.description
ms-vscode.js-debug.i18n.json,bundle,Node.js version '{0}' not installed using version manager {1}.,Node.js version '{0}' not installed using version manager {1}.
ms-vscode.js-debug.i18n.json,package,node.killBehavior.description,node.killBehavior.description
ms-vscode.js-debug.i18n.json,package,node.label,node.label
ms-vscode.js-debug.i18n.json,package,node.launch.args.description,node.launch.args.description
ms-vscode.js-debug.i18n.json,package,node.launch.autoAttachChildProcesses.description,node.launch.autoAttachChildProcesses.description
ms-vscode.js-debug.i18n.json,package,node.launch.config.name,node.launch.config.name
ms-vscode.js-debug.i18n.json,package,node.launch.console.description,node.launch.console.description
ms-vscode.js-debug.i18n.json,package,node.launch.console.externalTerminal.description,node.launch.console.externalTerminal.description
ms-vscode.js-debug.i18n.json,package,node.launch.console.integratedTerminal.description,node.launch.console.integratedTerminal.description
ms-vscode.js-debug.i18n.json,package,node.launch.console.internalConsole.description,node.launch.console.internalConsole.description
ms-vscode.js-debug.i18n.json,package,node.launch.cwd.description,node.launch.cwd.description
ms-vscode.js-debug.i18n.json,package,node.launch.env.description,node.launch.env.description
ms-vscode.js-debug.i18n.json,package,node.launch.envFile.description,node.launch.envFile.description
ms-vscode.js-debug.i18n.json,package,node.launch.logging,node.launch.logging
ms-vscode.js-debug.i18n.json,package,node.launch.logging.cdp,node.launch.logging.cdp
ms-vscode.js-debug.i18n.json,package,node.launch.logging.dap,node.launch.logging.dap
ms-vscode.js-debug.i18n.json,package,node.launch.outputCapture.description,node.launch.outputCapture.description
ms-vscode.js-debug.i18n.json,package,node.launch.program.description,node.launch.program.description
ms-vscode.js-debug.i18n.json,package,node.launch.restart.description,node.launch.restart.description
ms-vscode.js-debug.i18n.json,package,node.launch.runtimeArgs.description,node.launch.runtimeArgs.description
ms-vscode.js-debug.i18n.json,package,node.launch.runtimeExecutable.description,node.launch.runtimeExecutable.description
ms-vscode.js-debug.i18n.json,package,node.launch.runtimeSourcemapPausePatterns,node.launch.runtimeSourcemapPausePatterns
ms-vscode.js-debug.i18n.json,package,node.launch.runtimeVersion.description,node.launch.runtimeVersion.description
ms-vscode.js-debug.i18n.json,package,node.launch.useWSL.deprecation,node.launch.useWSL.deprecation
ms-vscode.js-debug.i18n.json,package,node.launch.useWSL.description,node.launch.useWSL.description
ms-vscode.js-debug.i18n.json,package,node.localRoot.description,node.localRoot.description
ms-vscode.js-debug.i18n.json,package,node.pauseForSourceMap.description,node.pauseForSourceMap.description
ms-vscode.js-debug.i18n.json,package,node.port.description,node.port.description
ms-vscode.js-debug.i18n.json,package,node.processattach.config.name,node.processattach.config.name
ms-vscode.js-debug.i18n.json,package,node.profileStartup.description,node.profileStartup.description
ms-vscode.js-debug.i18n.json,package,node.remote.host.header.description,node.remote.host.header.description
ms-vscode.js-debug.i18n.json,package,node.remoteRoot.description,node.remoteRoot.description
ms-vscode.js-debug.i18n.json,package,node.resolveSourceMapLocations.description,node.resolveSourceMapLocations.description
ms-vscode.js-debug.i18n.json,package,node.showAsyncStacks.description,node.showAsyncStacks.description
ms-vscode.js-debug.i18n.json,package,node.snippet.attach.description,node.snippet.attach.description
ms-vscode.js-debug.i18n.json,package,node.snippet.attach.label,node.snippet.attach.label
ms-vscode.js-debug.i18n.json,package,node.snippet.attachProcess.description,node.snippet.attachProcess.description
ms-vscode.js-debug.i18n.json,package,node.snippet.attachProcess.label,node.snippet.attachProcess.label
ms-vscode.js-debug.i18n.json,package,node.snippet.electron.description,node.snippet.electron.description
